 Order ID , Order Item ID , Order YearMonth , Order Year , Order Month , Order Day ,Order Time,Order Quantity,Product Department,Product Category,Product Name, Customer ID ,Customer Market,Customer Region,Customer Country,Warehouse Country,Shipment Year,Shipment Month,Shipment Day,Shipment Mode, Shipment Days - Scheduled , Gross Sales , Discount % , Profit 
37395,93346,201606,2016,6,29,20:47,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,916,North America,East of USA,USA,Puerto Rico,2016,7,5,Standard Class,4,400,0.01,200
37395,93345,201606,2016,6,29,20:47,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,916,North America,East of USA,USA,Puerto Rico,2016,7,5,Standard Class,4,400,0.02,200
37553,93731,201607,2016,7,2,04:08,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,7840,North America,South of  USA,USA,Puerto Rico,2016,7,6,Standard Class,4,400,0.15,200
39986,99770,201608,2016,8,6,16:31,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,752,North America,East of USA,USA,Puerto Rico,2016,8,8,Standard Class,4,400,0.13,200
39986,99769,201608,2016,8,6,16:31,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,752,North America,East of USA,USA,Puerto Rico,2016,8,8,Standard Class,4,400,0.15,200
41215,102872,201608,2016,8,24,15:06,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,6025,North America,East of USA,USA,Puerto Rico,2016,8,30,Standard Class,4,400,0.1,200
43246,108032,201609,2016,9,23,06:38,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,2496,Europe,Eastern Europe,Hungary,Puerto Rico,2016,9,25,Standard Class,4,400,0.02,200
43598,108882,201609,2016,9,28,09:58,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,3740,Africa,North Africa,Sudan,Puerto Rico,2016,10,2,Standard Class,4,400,0.15,200
43598,108883,201609,2016,9,28,09:58,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,3740,Africa,North Africa,Sudan,Puerto Rico,2016,10,2,Standard Class,4,400,0.13,200
49275,123192,201612,2016,12,20,06:52,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,7860,Africa,Central Africa,Democratic Republic of Congo,Puerto Rico,2016,12,26,Standard Class,4,400,0.07,200
49291,123227,201612,2016,12,20,12:28,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,7360,Europe,Eastern Europe,Poland,Puerto Rico,2016,12,22,Standard Class,4,400,0.03,200
49558,123846,201612,2016,12,24,10:01,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,8378,Africa,West Africa,Togo,Puerto Rico,2016,12,28,Standard Class,4,400,0.04,200
53626,134051,201702,2017,2,21,19:13,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,10401,LATAM,Central America,Guatemala,Puerto Rico,2017,2,23,Standard Class,4,400,0.07,200
55853,139664,201703,2017,3,26,07:26,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,4633,LATAM,Central America,Panama,Puerto Rico,2017,3,30,Standard Class,4,400,0.18,200
59071,147842,201705,2017,5,12,06:51,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,667,LATAM,South America,Chile,Puerto Rico,2017,5,14,Standard Class,4,400,0.17,200
59336,148547,201705,2017,5,16,03:41,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,7862,LATAM,South America,Brazil,Puerto Rico,2017,5,18,Standard Class,4,400,0.07,200
59346,148572,201705,2017,5,16,07:11,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,5165,LATAM,Central America,Mexico,Puerto Rico,2017,5,18,Standard Class,4,400,0.03,200
63558,158874,201707,2017,7,16,18:50,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,6790,Europe,Western Europe,France,Puerto Rico,2017,7,20,Standard Class,4,400,0.06,200
63558,158873,201707,2017,7,16,18:50,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,6790,Europe,Western Europe,France,Puerto Rico,2017,7,20,Standard Class,4,400,0.07,200
63575,158913,201707,2017,7,17,00:48,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,10046,Europe,Northern Europe,Sweden,Puerto Rico,2017,7,23,Standard Class,4,400,0.03,200
63601,158976,201707,2017,7,17,09:54,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,75,Europe,Western Europe,Netherlands,Puerto Rico,2017,7,19,Standard Class,4,400,0.17,200
63921,159791,201707,2017,7,22,02:01,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,5841,Europe,Western Europe,France,Puerto Rico,2017,7,24,Standard Class,4,400,0.1,200
67823,169569,201709,2017,9,17,01:04,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,1399,Europe,Western Europe,Germany,Puerto Rico,2017,9,21,Standard Class,4,400,0.03,200
67833,169600,201709,2017,9,17,04:34,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,7904,Europe,Western Europe,France,Puerto Rico,2017,9,21,Standard Class,4,400,  -  ,200
4305,10781,201504,2015,4,13,11:25,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,5605,LATAM,Caribbean,Dominican Republic,Puerto Rico,2015,4,13,Same Day,3,400,0.02,200
4305,10784,201504,2015,4,28,13:40,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,5605,LATAM,Caribbean,Dominican Republic,Puerto Rico,2015,5,4,Same Day,3,400,0.01,200
7725,19313,201506,2015,6,13,02:02,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,7223,LATAM,South America,Venezuela,Puerto Rico,2015,6,17,Second Class,2,400,0.1,200
21968,54943,201510,2015,10,27,12:22,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,509,Pacific Asia,Eastern Asia,South Korea,Puerto Rico,2015,10,29,Second Class,2,400,0.12,200
65258,163081,201707,2017,7,2,13:15,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,1011,Europe,Western Europe,France,Puerto Rico,2017,7,6,Same Day,3,400,0.12,200
558,1395,201708,2017,8,18,01:48,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,4562,LATAM,Central America,Mexico,Puerto Rico,2017,8,24,First Class,1,400,0.04,200
6536,16341,201503,2015,3,4,19:52,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,12024,LATAM,South America,Brazil,Puerto Rico,2015,3,5,First Class,1,400,0.12,200
15811,39522,201508,2015,8,10,17:44,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,3953,Europe,Western Europe,Germany,Puerto Rico,2015,8,12,First Class,1,400,0.02,200
21888,54740,201510,2015,10,28,03:47,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,5389,Pacific Asia,South Asia,India,Puerto Rico,2015,11,1,First Class,1,400,0.13,200
33331,83264,201601,2016,1,23,11:53,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,1282,North America,US Center,USA,Puerto Rico,2016,1,25,Second Class,2,400,0.12,200
33331,83261,201601,2016,1,27,17:50,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,1282,North America,US Center,USA,Puerto Rico,2016,1,29,Second Class,2,400,0.15,200
33331,83262,201601,2016,1,30,00:08,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,1282,North America,US Center,USA,Puerto Rico,2016,2,2,Second Class,2,400,0.13,200
41283,103046,201607,2016,7,8,21:38,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,1011,North America,West of USA,USA,Puerto Rico,2016,7,10,First Class,1,400,0.1,200
41521,103641,201607,2016,7,29,11:16,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,10802,Africa,East Africa,Madagascar,Puerto Rico,2016,7,31,Second Class,2,400,0.18,200
47001,117452,201610,2016,10,17,17:49,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,2083,Pacific Asia,South Asia,Iran,Puerto Rico,2016,10,20,First Class,1,400,0.25,200
47001,117454,201611,2016,11,6,09:23,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,2083,Pacific Asia,South Asia,Iran,Puerto Rico,2016,11,10,First Class,1,400,0.2,200
51806,129433,201612,2016,12,24,09:40,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,2929,LATAM,Caribbean,Cuba,Puerto Rico,2016,12,26,Second Class,2,400,0.18,200
53548,133823,201701,2017,1,28,14:00,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,896,LATAM,Central America,Mexico,Puerto Rico,2017,1,30,First Class,1,400,0.06,200
59506,148940,201706,2017,6,11,01:12,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,10401,LATAM,Central America,Nicaragua,Puerto Rico,2017,6,17,Second Class,2,400,0.01,200
61886,154689,201707,2017,7,30,14:58,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,94,Europe,Northern Europe,United Kingdom,Puerto Rico,2017,8,1,Second Class,2,400,0.16,200
4135,10328,201501,2015,1,30,05:02,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,10041,LATAM,Central America,Nicaragua,Puerto Rico,2015,2,2,Second Class,2,400,0.07,200
4991,12496,201502,2015,2,7,00:28,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,3211,LATAM,South America,Brazil,Puerto Rico,2015,2,10,First Class,1,400,0.16,200
6393,16006,201502,2015,2,10,02:23,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,8861,LATAM,Central America,Mexico,Puerto Rico,2015,2,14,First Class,1,400,0.09,200
6393,16004,201502,2015,2,13,23:35,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,8861,LATAM,Central America,Mexico,Puerto Rico,2015,2,18,First Class,1,400,0.1,200
19948,49860,201504,2015,4,12,09:50,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,2914,Europe,Western Europe,Germany,Puerto Rico,2015,4,16,Same Day,3,400,0.07,200
23221,58145,201504,2015,4,22,14:44,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,3765,Pacific Asia,South Asia,Afghanistan,Puerto Rico,2015,4,23,Second Class,2,400,0.03,200
23295,58324,201504,2015,4,25,04:44,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,9992,Pacific Asia,Southeast Asia,Singapore,Puerto Rico,2015,4,30,Same Day,3,400,  -  ,200
31296,78227,201506,2015,6,8,02:55,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,2546,Pacific Asia,Southeast Asia,Indonesia,Puerto Rico,2015,6,12,Second Class,2,400,0.06,200
31296,78228,201506,2015,6,12,08:52,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,2546,Pacific Asia,Southeast Asia,Indonesia,Puerto Rico,2015,6,17,Second Class,2,400,0.05,200
47568,118917,201510,2015,10,22,12:33,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,10677,Africa,North Africa,Morocco,Puerto Rico,2015,10,25,First Class,1,400,0.05,200
53321,133227,201511,2015,11,27,16:00,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,925,LATAM,Central America,Mexico,Puerto Rico,2015,11,29,Second Class,2,400,0.07,200
53321,133228,201512,2015,12,5,23:00,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,925,LATAM,Central America,Mexico,Puerto Rico,2015,12,7,Second Class,2,400,0.06,200
57561,143993,201601,2016,1,15,20:18,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,2848,LATAM,Central America,Mexico,Puerto Rico,2016,1,18,First Class,1,400,0.07,200
63003,157534,201602,2016,2,19,12:23,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,3827,Europe,Northern Europe,United Kingdom,Puerto Rico,2016,2,22,Second Class,2,400,0.1,200
63003,157536,201602,2016,2,20,08:42,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,3827,Europe,Northern Europe,United Kingdom,Puerto Rico,2016,2,26,Second Class,2,400,0.09,200
65931,164762,201603,2016,3,10,05:41,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,2896,Europe,Southern Europe,Spain,Puerto Rico,2016,3,12,First Class,1,400,0.09,200
67613,169049,201603,2016,3,22,10:35,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,10620,Europe,Northern Europe,United Kingdom,Puerto Rico,2016,3,27,Second Class,2,400,0.03,200
853,2118,201603,2016,3,25,19:31,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,5542,LATAM,Central America,Mexico,Puerto Rico,2016,3,31,Standard Class,4,400,0.16,200
1391,3438,201604,2016,4,1,18:37,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,5994,LATAM,Central America,Nicaragua,Puerto Rico,2016,4,4,Standard Class,4,400,0.15,200
11341,28361,201607,2016,7,11,11:18,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,10653,Europe,Western Europe,Netherlands,Puerto Rico,2016,7,17,Standard Class,4,400,0.01,200
15306,38275,201608,2016,8,9,17:44,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,2447,Europe,Western Europe,Germany,Puerto Rico,2016,8,15,Standard Class,4,400,0.18,200
27553,68970,201610,2016,10,15,22:23,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,4560,Pacific Asia,South Asia,India,Puerto Rico,2016,10,19,Standard Class,4,400,0.13,200
37086,92530,201612,2016,12,24,15:58,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,10620,North America,South of  USA,USA,Puerto Rico,2016,12,30,Standard Class,4,400,0.01,200
41573,103771,201702,2017,2,17,08:22,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,6840,Africa,West Africa,Niger,Puerto Rico,2017,2,19,Standard Class,4,400,0.04,200
45095,112607,201703,2017,3,28,13:02,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,4511,Pacific Asia,West Asia,Turkey,Puerto Rico,2017,3,30,Standard Class,4,400,0.06,200
47615,119046,201704,2017,4,1,15:50,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,344,Africa,Southern Africa,South Africa,Puerto Rico,2017,4,5,Standard Class,4,400,0.12,200
49575,123891,201704,2017,4,12,08:59,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,5477,Pacific Asia,West Asia,Iraq,Puerto Rico,2017,4,15,Standard Class,4,400,0.01,200
49575,123894,201704,2017,4,12,13:12,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,5477,Pacific Asia,West Asia,Iraq,Puerto Rico,2017,4,17,Standard Class,4,400,  -  ,200
55551,138941,201706,2017,6,13,15:12,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,2793,LATAM,Central America,Mexico,Puerto Rico,2017,6,15,Standard Class,4,400,0.06,200
57891,144846,201708,2017,8,13,23:21,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,8917,LATAM,Central America,Honduras,Puerto Rico,2017,8,18,Standard Class,4,400,  -  ,200
65801,164452,201709,2017,9,11,12:59,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,8323,Europe,Western Europe,Germany,Puerto Rico,2017,9,13,Standard Class,4,400,0.1,200
13965,34947,201504,2015,4,23,15:15,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,9116,Europe,Southern Europe,Italy,Puerto Rico,2015,4,25,Second Class,2,400,0.18,200
31085,77682,201509,2015,9,12,00:20,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,8546,Pacific Asia,Oceania,Australia,Puerto Rico,2015,9,14,Same Day,3,400,0.15,200
31085,77683,201509,2015,9,17,16:37,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,8546,Pacific Asia,Oceania,Australia,Puerto Rico,2015,9,19,Same Day,3,400,0.13,200
33398,83398,201510,2015,10,3,05:44,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,9876,North America,West of USA,USA,Puerto Rico,2015,10,5,Second Class,2,400,0.12,200
35505,88682,201512,2015,12,16,17:33,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,6421,North America,East of USA,USA,Puerto Rico,2015,12,21,Second Class,2,400,0.2,200
39648,98958,201601,2016,1,15,17:30,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,10391,North America,East of USA,USA,Puerto Rico,2016,1,17,Second Class,2,400,0.05,200
43918,109699,201602,2016,2,18,17:48,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,6282,Africa,West Africa,Cote d’Ivoire,Puerto Rico,2016,2,20,Same Day,3,400,0.16,200
53513,133728,201605,2016,5,8,00:11,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,10785,LATAM,Caribbean,Dominican Republic,Puerto Rico,2016,5,10,Same Day,3,400,0.13,200
61078,152787,201606,2016,6,2,06:37,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,8711,LATAM,South America,Venezuela,Puerto Rico,2016,6,8,Second Class,2,400,  -  ,200
63918,159783,201610,2016,10,18,18:42,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,6883,Europe,Western Europe,France,Puerto Rico,2016,10,20,Second Class,2,400,0.13,200
67608,169034,201611,2016,11,21,00:05,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,1459,Europe,Southern Europe,Italy,Puerto Rico,2016,11,26,Same Day,3,400,0.05,200
856,2130,201611,2016,11,28,13:33,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,9876,LATAM,Central America,Mexico,Puerto Rico,2016,11,30,Second Class,2,400,0.15,200
2531,6336,201612,2016,12,7,11:58,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,6080,LATAM,Central America,Nicaragua,Puerto Rico,2016,12,9,Second Class,2,400,0.18,200
7935,19828,201703,2017,3,12,01:09,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,9992,LATAM,Central America,Mexico,Puerto Rico,2017,3,14,First Class,1,400,0.1,200
8305,20748,201703,2017,3,20,06:45,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,6539,LATAM,Central America,Honduras,Puerto Rico,2017,3,26,First Class,1,400,0.13,200
8305,20749,201704,2017,4,9,07:25,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,6539,LATAM,Central America,Honduras,Puerto Rico,2017,4,11,First Class,1,400,0.12,200
8986,22414,201704,2017,4,16,02:20,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,10996,LATAM,Central America,Guatemala,Puerto Rico,2017,4,18,Second Class,2,400,0.2,200
13321,33342,201705,2017,5,25,09:48,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,5513,Europe,Northern Europe,United Kingdom,Puerto Rico,2017,5,27,First Class,1,400,0.18,200
19331,48337,201708,2017,8,2,17:14,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,4562,Europe,Western Europe,Germany,Puerto Rico,2017,8,3,Second Class,2,400,0.07,200
27306,68392,201508,2015,8,20,22:37,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,3740,Pacific Asia,South Asia,Pakistan,Puerto Rico,2015,8,26,First Class,1,400,0.04,200
27535,68923,201508,2015,8,23,09:49,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,5053,Pacific Asia,Eastern Asia,China,Puerto Rico,2015,8,28,First Class,1,400,0.03,200
31318,78288,201510,2015,10,29,12:43,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,94,North America,US Center,USA,Puerto Rico,2015,11,1,First Class,1,400,0.25,200
31501,78718,201511,2015,11,11,17:46,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,7101,North America,South of  USA,USA,Puerto Rico,2015,11,14,Second Class,2,400,  -  ,200
35038,87512,201604,2016,4,22,16:19,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,11612,North America,East of USA,USA,Puerto Rico,2016,4,27,First Class,1,400,0.04,200
35038,87514,201605,2016,5,2,12:27,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,11612,North America,East of USA,USA,Puerto Rico,2016,5,6,First Class,1,400,0.03,200
39383,98328,201605,2016,5,22,13:28,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,8810,North America,South of  USA,USA,Puerto Rico,2016,5,24,First Class,1,400,0.17,200
39826,99377,201605,2016,5,22,13:28,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,8511,North America,West of USA,USA,Puerto Rico,2016,5,24,First Class,1,400,  -  ,200
49358,123378,201610,2016,10,3,02:04,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,1883,Europe,Southern Europe,Croatia,Puerto Rico,2016,10,3,First Class,1,400,0.09,200
55345,138408,201702,2017,2,20,03:38,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,11118,LATAM,South America,Brazil,Puerto Rico,2017,2,20,First Class,1,400,0.2,200
5986,14905,201501,2015,1,1,21:22,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,4138,LATAM,South America,Ecuador,Puerto Rico,2015,1,4,Standard Class,4,400,0.09,200
5986,14903,201501,2015,1,1,21:22,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,4138,LATAM,South America,Ecuador,Puerto Rico,2015,1,4,Standard Class,4,400,0.1,200
6181,15451,201501,2015,1,4,00:52,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,5841,LATAM,South America,Ecuador,Puerto Rico,2015,1,9,Standard Class,4,400,0.18,200
8926,22260,201501,2015,1,29,17:07,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,10517,LATAM,Central America,Mexico,Puerto Rico,2015,2,2,Standard Class,4,400,0.2,200
13831,34651,201503,2015,3,2,23:23,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,3284,Europe,Northern Europe,Sweden,Puerto Rico,2015,3,6,Standard Class,4,400,0.01,200
25568,64036,201503,2015,3,29,08:48,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,1495,Pacific Asia,Oceania,Australia,Puerto Rico,2015,3,31,Standard Class,4,400,  -  ,200
